"2022-01-09 22:57:02","2000","26","31"
"2022-01-09 22:58:01","2000","26","31"
"2022-01-09 22:59:01","2000","26","31"
"2022-01-09 23:00:02","2000","26","31"
"2022-01-09 23:01:01","2000","26","31"
"2022-01-09 23:02:01","2000","26","31"
"2022-01-09 23:03:02","2000","26","31"
"2022-01-09 23:04:01","2000","26","31"
"2022-01-09 23:05:01","2000","26","31"
"2022-01-09 23:07:01","2000","26","31"
"2022-01-09 23:08:02","2000","26","31"
"2022-01-09 23:09:02","2000","26","31"
"2022-01-09 23:10:01","2000","26","31"
"2022-01-09 23:11:02","2000","26","31"
"2022-01-09 23:12:02","2000","26","31"
"2022-01-09 23:13:01","2000","26","31"
"2022-01-09 23:14:02","2000","26","31"
"2022-01-09 23:15:02","2000","26","31"
"2022-01-09 23:16:01","2000","26","31"
"2022-01-09 23:17:02","2000","26","31"
"2022-01-09 23:18:02","2000","26","31"
"2022-01-09 23:19:01","2000","26","31"
"2022-01-09 23:20:02","2000","26","31"
"2022-01-09 23:21:02","2000","26","31"
"2022-01-09 23:22:01","2000","26","31"
"2022-01-09 23:23:02","2000","26","31"
"2022-01-09 23:24:02","2000","26","31"
"2022-01-09 23:25:01","2000","26","31"
"2022-01-09 23:26:02","2000","26","31"
"2022-01-09 23:27:02","2000","26","31"
"2022-01-09 23:28:01","2000","26","31"
"2022-01-09 23:29:02","2000","26","31"
"2022-01-09 23:30:02","2000","26","31"
"2022-01-09 23:31:01","2000","26","31"
"2022-01-09 23:32:02","2000","26","31"
"2022-01-09 23:33:02","2000","26","31"
"2022-01-09 23:35:02","2000","26","31"
"2022-01-09 23:36:01","2000","26","31"
"2022-01-09 23:37:02","2000","26","31"
"2022-01-09 23:38:02","2000","26","31"
"2022-01-09 23:39:01","2000","26","31"
"2022-01-09 23:40:02","2000","26","31"
"2022-01-09 23:41:02","2000","26","31"
"2022-01-09 23:42:01","2000","26","31"
"2022-01-09 23:43:02","2000","26","31"
"2022-01-09 23:44:02","2000","26","31"
"2022-01-09 23:45:01","2000","26","31"
"2022-01-09 23:46:02","2000","26","31"
"2022-01-09 23:47:02","2000","26","31"
"2022-01-09 23:48:01","2000","26","31"
"2022-01-09 23:49:02","2000","26","31"
"2022-01-09 23:50:02","2000","26","31"
"2022-01-09 23:51:01","2000","26","31"
"2022-01-09 23:52:02","2000","26","31"
"2022-01-09 23:53:02","2000","26","31"
"2022-01-09 23:54:01","2000","26","31"
"2022-01-09 23:55:02","2000","26","31"
"2022-01-09 23:56:02","2000","26","31"
"2022-01-09 23:58:02","2000","26","31"
"2022-01-09 23:59:02","2000","26","31"
"2022-01-10 00:00:01","2000","26","31"
"2022-01-10 00:01:02","2000","26","31"
"2022-01-10 00:02:01","2000","26","31"
"2022-01-10 00:03:01","2000","26","31"
"2022-01-10 00:04:02","2000","26","31"
"2022-01-10 00:05:01","2000","26","31"
"2022-01-10 00:06:01","2000","26","31"
"2022-01-10 00:07:02","2000","26","31"
"2022-01-10 00:08:01","2000","26","31"
"2022-01-10 00:09:02","2000","26","31"
"2022-01-10 00:10:02","2000","26","31"
"2022-01-10 00:11:01","2000","26","31"
"2022-01-10 00:12:02","2000","26","31"
"2022-01-10 00:13:02","2000","26","31"
"2022-01-10 00:14:01","2000","26","31"
"2022-01-10 00:15:02","2000","26","31"
"2022-01-10 00:16:02","2000","26","31"
"2022-01-10 00:18:02","2000","26","31"
"2022-01-10 00:19:02","2000","26","31"
